Label,Cluster #
LOC102275463,754
LOC101091059,754
LOC101371169,754
LOC105756256,754
ZNF530,755
LOC105731383,756
ZNF776,759
LOC105871929,759
ZNF267,759
LOC105808125,759
ZNF517,762
LOC105731632,763
LOC105732205,764
LOC105733948,766
LOC105734021,767
LOC105734019,768
LOC105734248,769
LOC105734340,770
LOC105734479,771
LOC105734490,772
LOC105734488,773
LOC105734491,774
LOC105734481,775
LOC105734485,776
ZNF808,779
LOC105705635,781
ZNF763,784
LOC105706150,785
ZNF69,786
LOC105706164,787
LOC105705792,789
ZNF557,790
LOC105706701,792
LOC105707716,795
LOC105708965,796
LOC105710937,797
LOC105710990,798
LOC105710987,800
ZNF93,801
LOC105712574,803
LOC105713033,806
LOC102931239,812
LOC102931717,814
LOC102939610,853
LOC102939813,869
ZFP92,869
LOC102936168,900
LOC102943009,919
LOC103903545,921
LOC106049750,922
LOC103898530,922
LOC105414938,922
ZNF208,922
ZNF473,922
LOC103922939,922
LOC104139172,922
LOC104525930,923
LOC102085296,923
LOC104143148,923
LOC103898530,924
LOC105414922,924
ZFP2,924
ZNF850,924
LOC104256127,924
ZNF473,924
LOC104029208,924
LOC103922939,924
LOC106049952,926
LOC103896046,926
LOC105400383,926
LOC104634969,926
LOC106145646,926
LOC104063099,926
LOC102056845,926
LOC101917441,926
LOC104829357,926
LOC104351678,926
LOC104914585,926
LOC104407592,926
LOC104015820,926
LOC104618953,926
LOC104299225,926
LOC104141626,926
LOC105400310,927
LOC103014573,929
LOC103001129,930
ZNF565,931
LOC105706773,931
Znf565,931
Znf567,931
Znf382,931
LOC101569489,931
LOC102912682,931
LOC102394943,931
LOC102518377,931
LOC103126385,931
LOC101368502,931
LOC101280621,931
LOC101344504,931
ZNF229,934
ZNF33AP1,936
LOC103785439,936
LOC100603283,936
LOC105571644,936
LOC105525247,936
noname,936
LOC105463239,936
LOC104675961,936
LOC103268669,936
LOC103005219,936
LOC104997326,936
LOC102282692,936
LOC102408922,936
LOC105064479,936
LOC105097406,936
LOC102521992,936
LOC103567765,936
LOC101100417,936
LOC103088306,936
LOC105758150,936
LOC101289865,936
LOC102955878,936
ZNF33B,936
LOC103661949,936
PRDM7,937
LOC103013874,938
LOC103607561,940
LOC103006085,940
LOC103558254,940
LOC105748729,940
LOC103677237,940
LOC103004300,941
LOC103007250,942
LOC103006858,944
LOC103012483,946
LOC103020101,947
ZNF582,948
LOC103090048,948
ZNF485,949
LOC103088837,950
LOC103013266,951
LOC105858736,952
LOC102999167,952
LOC102416075,952
LOC105084582,952
LOC103078896,952
LOC105748905,952
ZFP57,954
LOC711428,954
Zfp57,954
LOC101600056,954
LOC102828255,954
LOC101348214,954
LOC103016334,956
LOC103016902,957
LOC103012977,958
ZNF268,959
LOC102999374,959
HAS1,959
LOC102281094,959
LOC105080546,959
LOC105092025,959
LOC102508442,959
LOC103554211,959
LOC101092720,959
LOC102734433,959
LOC103074160,959
LOC101364865,959
LOC102956230,959
LOC102336459,959
ZNF577,959
LOC101346409,959
LOC103009511,960
LOC103082026,960
LOC103009794,961
LOC102998440,962
LOC103003407,963
LOC103010296,964
LOC103005370,965
LOC103086336,965
LOC101290380,965
ZNF764,967
LOC105505726,967
LOC103260118,967
LOC105823218,967
LOC103609643,967
ZNF629,967
Znf764,967
LOC105981833,967
LOC104857484,967
LOC105944146,967
LOC101601792,967
LOC103726351,967
LOC101516115,967
LOC101568716,967
LOC103007793,967
LOC104986757,967
LOC105082800,967
LOC105102792,967
LOC102511875,967
LOC103296325,967
LOC103547265,967
LOC101093568,967
LOC102263579,967
LOC102757183,967
LOC101385070,967
LOC101279382,967
LOC105304595,967
LOC101545340,967
LOC103657865,967
LOC101663308,967
ZNF814,967
LOC105756793,967
LOC103020817,968
LOC102997457,969
ZNF343,970
LOC103012491,971
LOC103006447,972
LOC103012764,973
LOC103071574,973
LOC103014998,978
LOC103005725,980
LOC103016887,983
LOC103017178,985
LOC103005937,988
LOC103086336,988
LOC101269545,988
ZNF846,990
LOC103001152,990
LOC103008139,992
LOC103074328,992
LOC101284626,992
LOC103003728,994
LOC103541412,994
LOC103088306,994
LOC101289865,994
LOC103010754,995
LOC105999099,997
LOC103016334,997
LOC103087371,997
LOC105747740,997
ZNF850,998
LOC103072650,998
LOC105067177,999
LOC105091271,999
LOC102509088,999
LOC103084874,999
LOC101280732,999
LOC102536505,999
LOC102998481,1002
LOC103016001,1003
ZNF621,1004
LOC100429011,1004
ZNF620,1004
LOC102010909,1004
LOC101609768,1004
LOC101523421,1004
LOC101564252,1004
Znf621,1004
LOC104985339,1004
LOC104985338,1004
LOC102274445,1004
LOC105853199,1004
LOC103300204,1004
LOC102338244,1004
LOC102337889,1004
LOC105290330,1004
ZNF619,1004
LOC101647006,1004
LOC102856349,1004
LOC101351636,1004
LOC105497362,1005
LOC103250846,1005
LOC105805937,1005
LOC105823977,1005
LOC103606783,1005
LOC102481895,1005
LOC103000121,1005
LOC105077724,1005
LOC105099412,1005
ZNF91,1005
LOC103547892,1005
LOC105261300,1005
LOC102747478,1005
LOC103080173,1005
LOC103069131,1005
LOC105757110,1005
LOC101285076,1005
LOC102953401,1005
LOC102877800,1005
LOC105294613,1005
LOC103669955,1005
LOC102545577,1005
LOC104639418,1006
ZNF212,1007
LOC106046799,1007
LOC103903545,1007
LOC105400321,1007
LOC104639729,1007
LOC104162291,1007
LOC104398135,1007
LOC104290004,1007
LOC102085827,1007
LOC103613074,1007
LOC104061119,1007
LOC104123767,1007
LOC102056054,1007
LOC101818833,1007
ZNF746,1007
LOC102039835,1007
LOC104312687,1007
LOC104828432,1007
LOC100545735,1007
LOC104402859,1007
LOC104333612,1007
LOC104031771,1007
LOC102105461,1007
LOC103813030,1007
LOC104143149,1007
LOC104570555,1007
LOC102071146,1007
LOC104640885,1008
LOC104984254,1009
LOC104993980,1013
LOC104996247,1014
LOC105000814,1015
LOC105005245,1017
LOC102280799,1017
LOC102331493,1017
LOC104982150,1018
LOC104982264,1019
LOC104982285,1020
LOC103012792,1021
ZNF677,1021
LOC102271868,1021
LOC105074317,1021
LOC105091265,1021
LOC103089364,1021
LOC105747734,1021
LOC102316045,1021
LOC102533022,1021
LOC104983175,1023
LOC104983386,1024
LOC104983920,1025
ZNF184,1026
ZNF287,1026
Znf184,1026
Zfp184,1026
LOC103012398,1026
LOC102391431,1026
LOC103304024,1026
LOC103541172,1026
LOC102746484,1026
LOC103079730,1026
LOC102859025,1026
LOC101358621,1026
ZNF786,1030
ZSCAN25,1031
LOC104992804,1032
LOC104994780,1033
ZFP82,1034
ZFP30,1034
LOC100429676,1034
LOC105543097,1034
LOC105543098,1034
LOC102029951,1034
LOC105993126,1034
Zfp82,1034
LOC104867512,1034
Zfp30,1034
LOC101599183,1034
LOC106022537,1034
LOC101831280,1034
Gm26920,1034
LOC101536041,1034
LOC101569489,1034
LOC102911405,1034
AABR07002885.1,1034
AABR07042904.1,1034
LOC104995279,1034
LOC102287194,1034
ZNF546,1034
ZNF345,1034
LOC101629937,1034
LOC105854169,1034
LOC103558439,1034
LOC102240229,1034
LOC102243593,1034
LOC101367619,1034
LOC101270594,1034
LOC102317194,1034
LOC105304096,1034
LOC101546936,1034
LOC103681556,1034
LOC102527265,1034
LOC101640551,1034
LOC102856329,1034
LOC101343547,1034
LOC101345520,1034
LOC104997327,1035
ZNF84,1036
LOC105861820,1036
LOC102015958,1036
Znf84,1036
LOC101526436,1036
LOC101593088,1036
LOC101628334,1036
ZNF26,1036
LOC101366738,1036
LOC101278490,1036
LOC101655369,1036
LOC101348966,1036
ZNF285,1037
ZNF8,1038
ZNF8,1039
LOC105001646,1040
LOC105001411,1041
LOC105001635,1043
LOC105003149,1044
ZFP69B,1045
ZFP69,1045
LOC694281,1045
ZNF642,1045
LOC102026472,1045
LOC105986193,1045
LOC104863486,1045
Zfp69,1045
LOC101836931,1045
LOC101533588,1045
LOC103125326,1045
LOC101281716,1045
LOC102887120,1045
LOC101549484,1045
LOC101644680,1045
LOC102864976,1045
LOC101361586,1045
LOC101352183,1045
ZNF436,1046
Znf436,1046
Zfp46,1046
LOC103014353,1046
LOC101358753,1046
ZNF350,1056
LOC103603763,1056
LOC102005515,1056
Znf350,1056
LOC101573165,1056
LOC103018589,1056
LOC104983921,1056
LOC104983917,1056
LOC102280524,1056
LOC102397346,1056
LOC102397010,1056
LOC105080506,1056
LOC105092010,1056
LOC105092008,1056
ZNF615,1056
LOC103554209,1056
LOC101084244,1056
LOC103083215,1056
LOC101372349,1056
LOC101278636,1056
LOC102338539,1056
ZNF614,1056
ZNF41,1056
LOC103657323,1056
LOC102537993,1056
LOC101349213,1056
LOC102411159,1058
LOC105074414,1058
LOC105105029,1058
LOC102508914,1058
LOC102319994,1058
LOC102318270,1058
ZNF17,1058
LOC103004022,1059
LOC105001398,1059
LOC102265064,1059
LOC105096815,1059
LOC102513783,1059
LOC103077094,1059
LOC101282872,1059
LOC102327685,1059
LOC100971020,1061
ZNF316,1061
ZNF853,1061
Znf316,1061
LOC102517895,1061
LOC105311541,1061
LOC102545059,1061
LOC101349458,1061
LOC102271291,1065
LOC102268650,1066
LOC102271198,1068
LOC102269876,1069
LOC102270154,1070
LOC104982874,1071
LOC102267364,1071
LOC102415503,1071
LOC102288015,1074
LOC102285268,1075
ZNF814,1076
LOC105001411,1076
LOC102276003,1076
LOC102275441,1076
LOC102410989,1076
ZNF418,1076
LOC103074883,1076
LOC101284369,1076
LOC102344281,1076
LOC102323167,1076
LOC104992563,1078
ZNF316,1079
ZNF140,1080
LOC105861820,1080
LOC102015958,1080
Znf140,1080
LOC102406896,1080
LOC101366738,1080
ZNF84,1080
LOC101349225,1080
LOC104985378,1082
LOC102393487,1082
LOC102283903,1085
LOC102285562,1086
LOC102269944,1087
LOC102270056,1088
ZIM2,1089
LOC102271303,1089
LOC104995304,1092
LOC102287194,1092
ZNF345,1092
LOC102317194,1092
LOC104995430,1093
LOC102273279,1093
LOC105001414,1094
LOC102274634,1094
LOC102276900,1095
LOC104983464,1097
LOC102279337,1097
LOC104983461,1098
LOC102279052,1098
LOC102393100,1098
LOC102344218,1098
LOC102287506,1099
LOC104983688,1100
LOC102265872,1100
ZNF345,1100
ZNF37A,1102
ZNF37BP,1102
LOC100969605,1102
LOC100590884,1102
LOC100598990,1102
LOC105525239,1102
LOC105730384,1102
LOC105705679,1102
LOC103253889,1102
LOC102493925,1102
ZNF33B,1102
LOC102274176,1102
LOC102400568,1102
LOC105066968,1102
LOC105097402,1102
LOC103551190,1102
LOC102900951,1102
LOC103069701,1102
LOC101362187,1102
LOC103661954,1102
LOC101353876,1102
ZNF630,1103
LOC102400673,1103
HKR1,1106
ZNF175,1111
LOC102470536,1111
LOC104988652,1111
LOC101343884,1111
LOC104984194,1113
LOC102411403,1113
LOC102271155,1116
LOC102410566,1116
LOC104984194,1117
LOC104983174,1118
LOC102285561,1119
LOC102397338,1119
LOC104997001,1120
LOC102274913,1120
LOC102394753,1120
LOC102412047,1120
LOC102397654,1120
LOC102318844,1120
LOC104986574,1121
LOC102275184,1121
LOC102275476,1122
LOC102414331,1122
LOC102285854,1124
LOC102411719,1124
ZNF600,1125
LOC104983907,1127
ZNF600,1128
LOC102416083,1128
LOC102317446,1129
LOC104983468,1130
LOC102281946,1130
LOC102412947,1130
LOC104985930,1131
LOC102317800,1131
LOC102318153,1131
LOC102272148,1137
LOC102409554,1137
LOC104998030,1142
LOC102271198,1144
LOC102271198,1145
LOC102264832,1145
LOC103014259,1146
ZNF547,1146
LOC102266423,1146
LOC102275305,1146
LOC103069939,1146
LOC105747723,1146
LOC102318242,1146
LOC102343327,1146
LOC102275598,1147
LOC105001657,1148
LOC102264339,1148
LOC105001413,1149
LOC102400587,1149
LOC105001411,1150
LOC102287317,1150
ZNF418,1150
LOC105001410,1151
LOC102275152,1151
LOC102409332,1151
LOC105001649,1152
ZNF551,1152
LOC102401234,1152
LOC105001647,1153
LOC102412639,1153
ZNF200,1156
Znf200,1156
LOC104993468,1156
LOC102268413,1156
LOC102870045,1156
LOC105755996,1156
ZNF597,1157
LOC104983308,1159
LOC102274698,1159
LOC102274329,1159
LOC102410355,1159
LOC103072991,1159
LOC101288435,1159
XKR5,1159
LOC103267408,1160
LOC102273263,1160
LOC102335731,1160
LOC104999909,1169
ZNF791,1169
LOC102315290,1169
PRDM9,1173
LOC102390572,1175
ZNF322,1176
LOC102407283,1176
LOC102408046,1179
LOC102409346,1180
LOC102409346,1181
LOC102393772,1182
LOC102272148,1183
LOC102270871,1184
LOC102394753,1185
LOC102394753,1186
LOC102416410,1187
ZNF674,1188
ZNF180,1190
ZNF233,1191
LOC102413367,1193
LOC102413992,1194
LOC102398287,1198
LOC102390339,1199
LOC102397977,1200
LOC102399270,1201
ZNF649,1202
LOC103015411,1203
LOC104983983,1203
LOC104992734,1203
ZSCAN25,1203
LOC102409554,1203
LOC105077081,1203
LOC102901661,1203
LOC102750698,1203
LOC105747955,1203
LOC102955692,1203
LOC102323387,1203
LOC102539268,1203
LOC101359494,1203
LOC102399929,1205
LOC102401881,1206
LOC102271198,1207
LOC102402409,1207
LOC102415183,1209
ZNF564,1210
ZNF502,1213
PRDM9,1214
LOC102409244,1215
ZNF213,1216
Znf213,1216
LOC101599017,1216
Zfp213,1216
ZNF205,1216
LOC101341561,1216
ZNF680,1219
ZNF681,1220
ZNF625,1221
ZNF620,1226
ZNF619,1226
ZNF71,1231
ZFP2,1231
LOC703114,1231
LOC707289,1231
ZNF624,1231
LOC102468796,1231
Zfp2,1231
LOC105996764,1231
LOC103749394,1231
ZNF667,1231
ZNF470,1231
LOC105001671,1231
LOC102270334,1231
LOC102407857,1231
LOC102507565,1231
LOC102520406,1231
LOC103556517,1231
LOC101086622,1231
ZNF354B,1231
LOC101270920,1231
LOC102971194,1231
LOC103679979,1231
LOC103680397,1231
LOC101658724,1231
LOC105979780,1231
LOC102869169,1231
LOC105756821,1231
LOC105755976,1231
PRDM9,1233
ZNF549,1237
ZNF192,1238
ZNF192P1,1239
LOC100987311,1239
LOC100601770,1239
LOC105593163,1239
LOC105513866,1239
ZNF192,1239
noname,1239
LOC105491625,1239
LOC105547573,1239
LOC104671068,1239
LOC105726402,1239
LOC103266139,1239
LOC105858737,1239
LOC105826379,1239
LOC103599311,1239
Zkscan8,1239
LOC105996988,1239
LOC101573955,1239
LOC102998885,1239
ZKSCAN8,1239
LOC102267255,1239
LOC102409038,1239
LOC105061658,1239
LOC105084582,1239
LOC102515307,1239
LOC105854595,1239
LOC101091621,1239
LOC102738274,1239
LOC103079174,1239
LOC101286263,1239
LOC102337317,1239
LOC101539300,1239
ZNF85,1259
ZNF354A,1270
ZNF354B,1270
LOC105590456,1270
LOC105590391,1270
LOC105818590,1270
LOC105818584,1270
LOC102486277,1270
LOC102007304,1270
LOC102011408,1270
Znf354a,1270
Znf354b,1270
LOC101596771,1270
LOC101601656,1270
LOC101833751,1270
Zfp2,1270
Zfp354b,1270
Zfp354a,1270
LOC103749394,1270
LOC101524379,1270
LOC101527444,1270
LOC102903497,1270
LOC102556119,1270
LOC102272405,1270
LOC105100647,1270
LOC103301671,1270
LOC103117135,1270
LOC101086622,1270
LOC102240906,1270
LOC101270920,1270
LOC102884028,1270
LOC101545432,1270
LOC101649333,1270
LOC101360709,1270
LOC101351309,1270
ZNF112,1271
ZFP112,1271
ZNF225,1271
LOC102019337,1271
Znf112,1271
LOC101841510,1271
Znf235,1271
Zfp112,1271
ZNF155,1271
LOC101626130,1271
LOC102241335,1271
LOC101272604,1271
LOC101557312,1271
LOC105979332,1271
LOC101353704,1271
LOC105065092,1273
LOC105068417,1274
LOC105071979,1275
ZNF485,1276
LOC105074466,1277
LOC105074418,1282
LOC105105038,1282
LOC102522157,1282
LOC102535710,1282
ZNF514,1286
Znf514,1286
LOC101635285,1286
LOC101350926,1286
ZIM2,1288
LOC102519687,1288
ZSCAN20,1290
LOC103546220,1290
LOC101087322,1290
LOC102741090,1290
LOC102955593,1290
LOC102518174,1291
ZNF30,1293
LOC102523252,1293
ZNF850,1293
LOC105074471,1294
LOC105091270,1294
LOC102508016,1294
LOC105074313,1295
LOC105091275,1295
LOC105067191,1296
LOC102508851,1296
LOC102536262,1296
LOC105096741,1298
LOC102997720,1300
LOC105075696,1300
LOC105096936,1300
LOC102513159,1300
LOC102750133,1300
LOC103073205,1300
ZNF470,1300
LOC102527525,1300
LOC105075896,1301
LOC105096958,1301
LOC102512432,1301
ZFP28,1302
ZNF471,1302
LOC102540684,1302
ZNF470,1303
ZFP28,1303
Znf470,1303
LOC103744833,1303
LOC105741266,1303
LOC105001671,1303
LOC102270334,1303
LOC102407857,1303
LOC102520406,1303
LOC101618565,1303
LOC103303903,1303
LOC103556517,1303
LOC103123651,1303
LOC101287188,1303
LOC105304939,1303
ZNF471,1303
LOC103680397,1303
LOC105756820,1303
LOC105068394,1304
LOC105104079,1304
LOC102507686,1304
LOC102532278,1304
LOC105074431,1305
LOC105104382,1305
LOC102523066,1305
LOC102540621,1305
ZNF671,1306
LOC103005154,1306
LOC102280520,1306
LOC105074436,1306
LOC105104383,1306
LOC102510294,1306
LOC103076278,1306
LOC102822693,1306
LOC105074424,1308
LOC105105035,1308
LOC102518900,1308
LOC102533713,1308
LOC105105049,1309
LOC105074426,1310
LOC105105036,1310
ZNF211,1310
LOC102534960,1310
LOC105074522,1311
LOC105105050,1311
LOC102522923,1311
LOC102534714,1311
LOC105106312,1314
ZFP28,1319
LOC105068429,1321
LOC105087694,1321
LOC102537224,1321
LOC105069041,1322
LOC105094539,1322
LOC102523310,1322
LOC102505013,1323
LOC102524018,1325
LOC105067184,1326
LOC105092000,1326
LOC102509585,1326
LOC102531541,1326
ZIM3,1327
LOC102523677,1328
LOC102521419,1329
ZNF517,1331
LOC100983651,1331
LOC105508955,1331
ZNF7,1331
LOC102532299,1331
LOC105067190,1332
LOC105091274,1332
LOC102515372,1332
LOC102535759,1332
ZNF418,1334
LOC102514029,1334
LOC105074471,1336
LOC105091285,1336
LOC103014927,1337
LOC104984558,1337
LOC102269322,1337
ZNF677,1337
LOC105074315,1337
LOC105091267,1337
LOC102508245,1337
LOC103089624,1337
LOC101280633,1337
LOC102319900,1337
LOC102533757,1337
LOC105074472,1338
LOC105091284,1338
LOC102508496,1338
LOC103005427,1346
LOC105001407,1346
LOC102280242,1346
ZNF850,1346
LOC105074430,1346
LOC105104385,1346
ZNF814,1346
LOC103304065,1346
LOC103544309,1346
LOC103127029,1346
LOC101092218,1346
LOC102735754,1346
LOC103089540,1346
LOC102256798,1346
LOC102763125,1346
LOC101380901,1346
LOC105748732,1346
LOC102965926,1346
LOC105309040,1346
LOC103677245,1346
LOC102537370,1346
ZNF700,1361
ZNF883,1367
ZNF700,1367
LOC103606556,1367
LOC106001670,1367
Gm19965,1367
LOC103008442,1367
LOC105070763,1367
LOC102514343,1367
LOC105261129,1367
LOC101081089,1367
LOC102730300,1367
LOC103077330,1367
LOC101379204,1367
LOC102958984,1367
LOC102879714,1367
LOC105310093,1367
ZFP37,1367
LOC102543921,1367
LOC101346372,1367
ZNF16,1368
Znf16,1368
LOC102505134,1368
LOC103071684,1368
LOC101289377,1368
LOC101089687,1369
LOC102749018,1369
ZNF2,1369
LOC103671527,1369
ZNF197,1370
ZNF268,1373
noname,1373
LOC105063746,1373
LOC102511738,1373
LOC102771166,1373
LOC102535174,1373
LOC102541104,1373
LOC101359917,1373
LOC101083968,1376
LOC102748366,1376
LOC105758150,1376
LOC102954924,1376
LOC103661947,1376
LOC102332441,1386
LOC104984867,1392
LOC104999906,1392
LOC102264497,1392
LOC102282207,1392
LOC102413195,1392
LOC102344822,1392
LOC105068418,1395
ZNF567,1401
Znf567,1401
LOC105993073,1401
Znf382,1401
LOC101569489,1401
LOC102912682,1401
LOC102394943,1401
LOC102511312,1401
LOC103284789,1401
LOC103126385,1401
ZNF565,1401
LOC102260981,1401
LOC101368502,1401
ZNF382,1401
LOC102853037,1401
LOC101344504,1401
LOC102317615,1416
LOC102316748,1417
LOC102318666,1417
LOC104982253,1420
LOC102393230,1420
LOC102319900,1420
LOC102320334,1422
LOC103011715,1425
LOC105001656,1425
LOC102270063,1425
ZNF772,1425
LOC102411494,1425
LOC105074517,1425
LOC105105046,1425
LOC102518900,1425
LOC103553625,1425
LOC101098346,1425
LOC102961610,1425
LOC102321047,1425
LOC102891469,1425
LOC105304929,1425
LOC103677300,1425
LOC101349483,1425
LOC103007753,1427
LOC105001416,1427
LOC102274063,1427
ZNF530,1427
LOC105105049,1427
LOC102521419,1427
LOC103553622,1427
LOC101096860,1427
LOC101284875,1427
LOC102959881,1427
ZNF502,1430
ZNF501,1430
LOC102010812,1430
Znf197,1430
Znf502,1430
LOC101286985,1430
ZNF577,1440
LOC104982264,1444
LOC102389932,1444
LOC102271198,1446
LOC102402095,1446
LOC102319998,1446
LOC102336170,1449
ZSCAN29,1454
ZKSCAN2,1454
LOC105725429,1454
Zscan29,1454
Zkscan2,1454
LOC104861869,1454
LOC101359269,1454
LOC101360941,1454
LOC102342566,1455
ZNF786,1458
ZNF777,1458
Znf786,1458
LOC101604339,1458
Zfp786,1458
ZNF425,1458
LOC105068889,1458
LOC101630179,1458
LOC101290112,1458
LOC105295716,1458
ZNF746,1458
LOC101352470,1458
LOC104999911,1460
LOC102287161,1460
LOC102411893,1460
LOC102327643,1461
ZNF177,1462
LOC102285343,1462
LOC102403487,1462
LOC102328356,1462
ZNF449,1464
LOC102265119,1464
LOC102413282,1464
LOC102331661,1464
LOC103013585,1472
LOC104998754,1472
LOC102274122,1472
LOC102413102,1472
LOC103300854,1472
ZNF705G,1472
LOC101373365,1472
LOC101289189,1472
LOC102961327,1472
LOC102318484,1472
LOC102286134,1475
LOC102411379,1475
LOC102341295,1475
LOC102332193,1475
LOC102322645,1476
LOC102323697,1481
LOC102319016,1484
LOC104998796,1488
LOC102320334,1491
LOC102320334,1492
ZNF542P,1513
LOC100984951,1513
LOC101178625,1513
LOC105582799,1513
LOC105504839,1513
LOC704549,1513
LOC105488127,1513
LOC105551654,1513
LOC104680940,1513
LOC105001444,1513
LOC102285493,1513
LOC102266160,1513
LOC102392628,1513
LOC103556519,1513
LOC102342435,1513
ZNF582,1513
LOC102841876,1513
LOC102842256,1513
LOC104999866,1514
LOC102269284,1514
ZNF564,1514
LOC102317971,1514
ZNF154,1517
LOC103271251,1517
LOC105858325,1517
LOC103603175,1517
LOC102010960,1517
LOC105994320,1517
LOC104857016,1517
LOC103725505,1517
LOC103725459,1517
Znf256,1517
LOC103006267,1517
LOC105001404,1517
LOC102264985,1517
ZNF551,1517
LOC102414041,1517
LOC105074435,1517
LOC105104379,1517
LOC102521564,1517
LOC101621621,1517
LOC103304556,1517
LOC103304558,1517
LOC103563467,1517
LOC105261204,1517
LOC102902238,1517
LOC102732467,1517
LOC103076278,1517
LOC102248400,1517
LOC102251094,1517
ZNF814,1517
LOC105758014,1517
LOC101382566,1517
LOC101283876,1517
LOC102327720,1517
LOC105307867,1517
LOC101547621,1517
LOC103677245,1517
LOC103677294,1517
ZNF415,1519
LOC104287009,1519
ZNF74,1572
LOC100595463,1572
LOC100582037,1572
LOC103254965,1572
LOC103257141,1572
LOC103252976,1572
LOC103254610,1572
LOC103254637,1572
LOC103274825,1572
Znf74,1572
LOC104999198,1572
LOC102856456,1572
LOC101350232,1572
LOC102023050,1603
LOC101576463,1603
